"n_features","strategy","meanAcc","acc_1","acc_2","acc_3","acc_4","acc_5","acc_6","acc_7","acc_8","acc_9","acc_10","acc_11","acc_12","acc_13","acc_14","acc_15","acc_16","acc_17","acc_18","acc_19","acc_20","acc_21","acc_22","acc_23","acc_24","acc_25"
275,"inclusion",0.834065934065934,0.642857142857143,0.785714285714286,0.928571428571429,0.923076923076923,1,0.714285714285714,0.785714285714286,0.928571428571429,0.846153846153846,0.923076923076923,0.857142857142857,0.642857142857143,1,0.857142857142857,0.923076923076923,0.5,0.714285714285714,1,0.857142857142857,0.846153846153846,1,0.785714285714286,0.928571428571429,0.846153846153846,0.615384615384615
280,"inclusion",0.837802197802198,0.785714285714286,0.857142857142857,0.692307692307692,0.928571428571429,1,0.846153846153846,0.785714285714286,1,0.785714285714286,0.769230769230769,0.846153846153846,0.769230769230769,0.857142857142857,0.857142857142857,0.642857142857143,0.692307692307692,0.785714285714286,0.785714285714286,0.857142857142857,1,0.769230769230769,0.928571428571429,0.857142857142857,1,0.846153846153846
285,"inclusion",0.845714285714286,0.923076923076923,0.785714285714286,0.857142857142857,0.785714285714286,0.692307692307692,1,0.714285714285714,0.857142857142857,0.846153846153846,0.928571428571429,0.785714285714286,0.928571428571429,0.923076923076923,0.785714285714286,1,0.846153846153846,0.785714285714286,0.785714285714286,0.785714285714286,0.846153846153846,0.857142857142857,0.714285714285714,0.785714285714286,0.923076923076923,1
290,"inclusion",0.837142857142857,0.923076923076923,0.785714285714286,0.928571428571429,0.857142857142857,0.769230769230769,0.923076923076923,0.714285714285714,0.857142857142857,0.769230769230769,0.928571428571429,0.615384615384615,0.785714285714286,0.846153846153846,0.857142857142857,0.928571428571429,0.692307692307692,0.928571428571429,0.785714285714286,1,0.846153846153846,0.857142857142857,0.928571428571429,0.785714285714286,0.769230769230769,0.846153846153846
295,"inclusion",0.858021978021978,0.923076923076923,0.785714285714286,0.857142857142857,0.923076923076923,0.928571428571429,0.615384615384615,0.928571428571429,1,1,0.857142857142857,0.928571428571429,0.692307692307692,0.928571428571429,0.923076923076923,0.714285714285714,0.857142857142857,0.846153846153846,0.538461538461538,0.928571428571429,0.857142857142857,0.923076923076923,0.857142857142857,0.714285714285714,0.923076923076923,1
300,"inclusion",0.838681318681319,1,1,0.642857142857143,0.846153846153846,0.692307692307692,0.714285714285714,1,0.785714285714286,1,0.692307692307692,0.714285714285714,0.785714285714286,0.923076923076923,0.928571428571429,0.923076923076923,0.928571428571429,0.846153846153846,0.571428571428571,1,0.785714285714286,0.928571428571429,0.692307692307692,0.785714285714286,0.857142857142857,0.923076923076923
305,"inclusion",0.844835164835165,1,0.571428571428571,0.785714285714286,0.769230769230769,0.785714285714286,0.769230769230769,0.857142857142857,0.785714285714286,1,0.857142857142857,0.928571428571429,0.769230769230769,0.857142857142857,0.928571428571429,0.846153846153846,0.846153846153846,0.785714285714286,0.857142857142857,0.857142857142857,0.923076923076923,1,0.769230769230769,0.785714285714286,1,0.785714285714286
310,"inclusion",0.853406593406593,0.846153846153846,0.785714285714286,1,0.714285714285714,1,0.538461538461538,0.857142857142857,1,0.857142857142857,0.857142857142857,0.928571428571429,0.692307692307692,0.714285714285714,0.857142857142857,0.923076923076923,0.923076923076923,0.923076923076923,0.928571428571429,0.857142857142857,0.714285714285714,0.785714285714286,0.846153846153846,1,0.857142857142857,0.928571428571429
315,"inclusion",0.816483516483516,0.923076923076923,0.857142857142857,0.692307692307692,0.857142857142857,0.857142857142857,0.785714285714286,0.928571428571429,0.615384615384615,0.923076923076923,0.642857142857143,0.769230769230769,0.928571428571429,0.846153846153846,0.857142857142857,0.785714285714286,0.785714285714286,0.615384615384615,0.928571428571429,0.928571428571429,0.769230769230769,0.857142857142857,0.846153846153846,0.785714285714286,0.857142857142857,0.769230769230769
320,"inclusion",0.82,0.846153846153846,0.714285714285714,0.714285714285714,1,0.615384615384615,0.857142857142857,0.923076923076923,0.928571428571429,0.857142857142857,0.692307692307692,0.785714285714286,0.846153846153846,0.846153846153846,0.857142857142857,0.714285714285714,0.692307692307692,0.857142857142857,0.846153846153846,0.857142857142857,0.857142857142857,0.785714285714286,0.785714285714286,0.928571428571429,0.846153846153846,0.846153846153846
325,"inclusion",0.846153846153846,0.769230769230769,0.785714285714286,0.928571428571429,0.857142857142857,0.615384615384615,0.928571428571429,0.923076923076923,0.857142857142857,1,0.692307692307692,0.928571428571429,0.769230769230769,0.714285714285714,0.846153846153846,0.928571428571429,0.785714285714286,0.857142857142857,0.785714285714286,0.846153846153846,1,0.785714285714286,1,0.769230769230769,0.857142857142857,0.923076923076923
